psu,stratum,prov,geotype,wgt_class,base_wgt,nr_factor,wgt_nr,wgt_cal,g_weight,totmhinc
16010009000,10301,1,3,1_3,733.483542661,1.0857142857142856,796.3535606033714,700.1664273395169,0.8792155419120916,9999999
16010009000,10301,1,3,1_3,2081.32314676,1.0857142857142856,2259.7222736251424,1986.782943376153,0.8792155419120915,4800
16010009000,10301,1,3,1_3,1643.88083753,1.0857142857142856,1784.7849093182856,1569.2106312427995,0.8792155419120915,5000
16010033000,10107,1,1,1_1,989.747226372,1.4424572317262832,1427.668044261322,1399.3316435156019,0.9801519681976342,48028
16010033000,10107,1,1,1_1,682.243326315,1.4424572317262832,984.1068198400661,964.5742363829555,0.9801519681976343,30000
16010033000,10107,1,1,1_1,1194.11578044,1.4424572317262832,1722.4609430141525,1688.2734834388732,0.9801519681976334,4460
16010063000,10106,1,1,1_1,1373.07998312,1.4424572317262832,1980.6091513900467,1941.2979579651992,0.9801519681976336,46779
16010063000,10106,1,1,1_1,1960.12316462,1.4424572317262832,2827.393833880327,2771.275631147657,0.9801519681976341,3929
16010092000,10301,1,3,1_3,1067.29048996,1.0857142857142856,1158.7725319565714,1018.8108196370436,0.8792155419120917,9999999
16010141000,10106,1,1,1_1,727.726214736,1.4424572317262832,1049.7139411627372,1028.8791854751523,0.9801519681976341,1990
16010141000,10106,1,1,1_1,898.748128134,1.4424572317262832,1296.4057369273485,1270.6746346320447,0.980151968197634,1000
16110001000,10301,1,3,1_3,1061.02007583,1.0857142857142856,1151.9646537582855,1012.8252273176665,0.8792155419120921,34935
16110001000,10301,1,3,1_3,1440.95760995,1.0857142857142856,1564.4682622314285,1375.5048109820739,0.8792155419120917,31058
16110001000,10301,1,3,1_3,1622.57763521,1.0857142857142856,1761.6557182279998,1548.8750869643661,0.8792155419120917,4726
16110027000,10110,1,1,1_1,1305.37027197,1.4424572317262832,1882.9407888836315,1845.5681202238977,0.9801519681976344,2008
16110027000,10110,1,1,1_1,1305.37027197,1.4424572317262832,1882.9407888836315,1845.5681202238977,0.9801519681976344,2008
16110027000,10110,1,1,1_1,897.105687807,1.4424572317262832,1294.0365869999885,1268.3525076677877,0.9801519681976341,2997
16110027000,10110,1,1,1_1,1652.73376276,1.4424572317262832,2383.997768211353,2336.6801046911255,0.9801519681976344,2997
16210039000,10103,1,1,1_1,945.444473524,1.4424572317262832,1363.7632180303424,1336.6952023079805,0.980151968197635,24533
16210039000,10103,1,1,1_1,945.444473524,1.4424572317262832,1363.7632180303424,1336.6952023079805,0.980151968197635,13595
16210039000,10103,1,1,1_1,1744.55230514,1.4424572317262832,2516.4420886739504,2466.4956660691378,0.9801519681976342,5257
16210045000,10111,1,1,1_1,791.797781097,1.4424572317262832,1142.134435408192,1119.465314811633,0.9801519681976342,2000
16210045000,10111,1,1,1_1,1288.45385907,1.4424572317262832,1858.5395867611587,1821.6512339371675,0.9801519681976342,28352
16210045000,10111,1,1,1_1,1144.23331926,1.4424572317262832,1650.507626148756,1617.7482982949077,0.980151968197634,34935
16210045000,10111,1,1,1_1,1288.45385907,1.4424572317262832,1858.5395867611587,1821.6512339371675,0.9801519681976342,8734
16210045000,10111,1,1,1_1,545.794661052,1.4424572317262832,787.285455872053,771.6593891063646,0.9801519681976344,20000
16210045000,10111,1,1,1_1,999.091556421,1.4424572317262832,1441.1468407161392,1412.5429123897266,0.9801519681976344,33427
16210058000,10107,1,1,1_1,815.420817369,1.4424572317262832,1176.2096549140708,1152.8642082770866,0.9801519681976342,11990
16210058000,10107,1,1,1_1,1179.54637992,1.4424572317262832,1701.4452058721618,1667.6748673160282,0.9801519681976342,9999999
16210058000,10107,1,1,1_1,1179.54637992,1.4424572317262832,1701.4452058721618,1667.6748673160282,0.9801519681976342,9999999
16210075000,10104,1,1,1_1,1574.55942914,1.4424572317262832,2271.234635345801,2226.1550980728225,0.9801519681976341,40000
16210085000,10103,1,1,1_1,1054.59664289,1.4424572317262832,1521.210554090941,1491.0175186352492,0.980151968197634,14180
16210085000,10103,1,1,1_1,1409.67707097,1.4424572317262832,2033.3988854194013,1993.039919674701,0.9801519681976337,6000
16210085000,10103,1,1,1_1,1377.89084263,1.4424572317262832,1987.5486104810655,1948.0996824514905,0.9801519681976348,10240
16210085000,10103,1,1,1_1,985.352932922,1.4424572317262832,1421.3294638960422,1393.1188714949933,0.9801519681976337,960
16210085000,10103,1,1,1_1,1377.89084263,1.4424572317262832,1987.5486104810655,1948.0996824514905,0.9801519681976348,2400
16210085000,10103,1,1,1_1,1744.55230514,1.4424572317262832,2516.4420886739504,2466.4956660691378,0.9801519681976342,3600
16210094000,10301,1,3,1_3,997.127962459,1.0857142857142856,1082.596073526914,951.8352934578685,0.8792155419120917,24230
16310022000,10105,1,1,1_1,1144.23331926,1.4424572317262832,1650.507626148756,1617.7482982949077,0.980151968197634,1249
16310022000,10105,1,1,1_1,1144.23331926,1.4424572317262832,1650.507626148756,1617.7482982949077,0.980151968197634,30633
16310022000,10105,1,1,1_1,1305.37027197,1.4424572317262832,1882.9407888836315,1845.5681202238977,0.9801519681976344,19141
16310022000,10105,1,1,1_1,1288.45385907,1.4424572317262832,1858.5395867611587,1821.6512339371675,0.9801519681976342,15105
16310022000,10105,1,1,1_1,791.797781097,1.4424572317262832,1142.134435408192,1119.465314811633,0.9801519681976342,800
16310094000,10111,1,1,1_1,999.091556421,1.4424572317262832,1441.1468407161392,1412.5429123897266,0.9801519681976344,12215
16310094000,10111,1,1,1_1,1288.45385907,1.4424572317262832,1858.5395867611587,1821.6512339371675,0.9801519681976342,8818
16310094000,10111,1,1,1_1,895.684238075,1.4424572317262832,1291.9862065545296,1266.3428232386175,0.9801519681976343,1990
16310094000,10111,1,1,1_1,545.794661052,1.4424572317262832,787.285455872053,771.6593891063646,0.9801519681976344,12247
16310094000,10111,1,1,1_1,791.797781097,1.4424572317262832,1142.134435408192,1119.465314811633,0.9801519681976342,3980
16310094000,10111,1,1,1_1,1288.45385907,1.4424572317262832,1858.5395867611587,1821.6512339371675,0.9801519681976342,31961
16310107000,10102,1,1,1_1,2152.88411767,1.4424572317262832,3105.4432646017494,3043.806327925491,0.9801519681976342,24500
16310107000,10102,1,1,1_1,1138.58547098,1.4424572317262832,1642.3608465535772,1609.7632162402226,0.980151968197635,30000
16310155000,10109,1,1,1_1,1305.37027197,1.4424572317262832,1882.9407888836315,1845.5681202238977,0.9801519681976344,13404
16310155000,10109,1,1,1_1,1305.37027197,1.4424572317262832,1882.9407888836315,1845.5681202238977,0.9801519681976344,2008
16310155000,10109,1,1,1_1,1335.48354092,1.4424572317262832,1926.3778914514776,1888.1430817985738,0.980151968197634,4437
16310155000,10109,1,1,1_1,1335.48354092,1.4424572317262832,1926.3778914514776,1888.1430817985738,0.980151968197634,5737
16310155000,10109,1,1,1_1,999.091556421,1.4424572317262832,1441.1468407161392,1412.5429123897266,0.9801519681976344,7177
16310155000,10109,1,1,1_1,999.091556421,1.4424572317262832,1441.1468407161392,1412.5429123897266,0.9801519681976344,4437
16310155000,10109,1,1,1_1,1652.73376276,1.4424572317262832,2383.997768211353,2336.6801046911255,0.9801519681976344,5257
16310155000,10109,1,1,1_1,1305.37027197,1.4424572317262832,1882.9407888836315,1845.5681202238977,0.9801519681976344,1830
16310232000,10102,1,1,1_1,943.720726544,1.4424572317262832,1361.2767867333748,1334.2581217784682,0.980151968197634,22200
16310232000,10102,1,1,1_1,943.720726544,1.4424572317262832,1361.2767867333748,1334.2581217784682,0.980151968197634,9999999
16310232000,10102,1,1,1_1,893.49412743,1.4424572317262832,1288.8270656163688,1263.246385030265,0.9801519681976338,30000
16310232000,10102,1,1,1_1,694.197382732,1.4424572317262832,1001.3500349672319,981.4752076279026,0.9801519681976346,28990
16310235000,10103,1,1,1_1,1652.73376276,1.4424572317262832,2383.997768211353,2336.6801046911255,0.9801519681976344,5737
16310235000,10103,1,1,1_1,791.797781097,1.4424572317262832,1142.134435408192,1119.465314811633,0.9801519681976342,22413
16310235000,10103,1,1,1_1,674.061096101,1.4424572317262832,972.3043026962325,953.0059759747404,0.980151968197634,3490
16310285000,10103,1,1,1_1,791.797781097,1.4424572317262832,1142.134435408192,1119.465314811633,0.9801519681976342,24732
16310285000,10103,1,1,1_1,842.533128517,1.4424572317262832,1215.3180041983167,1191.1963338010007,0.9801519681976342,60267
16310285000,10103,1,1,1_1,582.443440978,1.4424572317262832,840.1497535102567,823.4744344838349,0.9801519681976337,36583
16410049000,10101,1,1,1_1,674.061096101,1.4424572317262832,972.3043026962325,953.0059759747404,0.980151968197634,7747
16410049000,10101,1,1,1_1,791.797781097,1.4424572317262832,1142.134435408192,1119.465314811633,0.9801519681976342,15394
16410049000,10101,1,1,1_1,1633.43597051,1.4424572317262832,2356.1615282239895,2309.3963592802893,0.9801519681976343,3960
16410057000,10111,1,1,1_1,1144.23331926,1.4424572317262832,1650.507626148756,1617.7482982949077,0.980151968197634,33427
16410057000,10111,1,1,1_1,791.797781097,1.4424572317262832,1142.134435408192,1119.465314811633,0.9801519681976342,22695
16410057000,10111,1,1,1_1,791.797781097,1.4424572317262832,1142.134435408192,1119.465314811633,0.9801519681976342,28858
16410057000,10111,1,1,1_1,1144.23331926,1.4424572317262832,1650.507626148756,1617.7482982949077,0.980151968197634,43166
16410057000,10111,1,1,1_1,1288.45385907,1.4424572317262832,1858.5395867611587,1821.6512339371675,0.9801519681976342,18609
16410057000,10111,1,1,1_1,674.061096101,1.4424572317262832,972.3043026962325,953.0059759747404,0.980151968197634,7196
16410057000,10111,1,1,1_1,545.794661052,1.4424572317262832,787.285455872053,771.6593891063646,0.9801519681976344,35573
16410059000,10301,1,3,1_3,1067.29048996,1.0857142857142856,1158.7725319565714,1018.8108196370436,0.8792155419120917,9999999
16410059000,10301,1,3,1_3,691.392933403,1.0857142857142856,750.6551848375428,659.9877051260613,0.8792155419120914,4500
16410059000,10301,1,3,1_3,853.876213496,1.0857142857142856,927.0656032242285,815.0904867268503,0.8792155419120917,1990
16410059000,10301,1,3,1_3,1067.29048996,1.0857142857142856,1158.7725319565714,1018.8108196370436,0.8792155419120917,9999999
16410118000,10102,1,1,1_1,694.197382732,1.4424572317262832,1001.3500349672319,981.4752076279026,0.9801519681976346,67961
16410118000,10102,1,1,1_1,1688.65551373,1.4424572317262832,2435.8133576743003,2387.4672566865534,0.9801519681976342,8000
16410118000,10102,1,1,1_1,1067.53997054,1.4424572317262832,1539.8807506622863,1509.31714855129,0.9801519681976341,15997
16410128000,10102,1,1,1_1,1004.19071026,1.4424572317262832,1448.5021520468897,1419.7522352672681,0.9801519681976345,60000
16410128000,10102,1,1,1_1,893.49412743,1.4424572317262832,1288.8270656163688,1263.246385030265,0.9801519681976338,10000
16410160000,10111,1,1,1_1,895.684238075,1.4424572317262832,1291.9862065545296,1266.3428232386175,0.9801519681976343,4079
